,locality,property_type,property_subtype,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
17266,De Haan,HOUSE,HOUSE,340000.0,4.0,157.0,INSTALLED,0,0.0,1,0.0,0,0.0,0.0,3.0,0,GOOD
17267,Court-Saint-Étienne,HOUSE,HOUSE,345000.0,3.0,127.0,INSTALLED,0,1.0,1,17.0,1,0.0,639.0,4.0,0,UNKNOWN
17268,Londerzeel Malderen,HOUSE,HOUSE,345000.0,4.0,134.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,452.0,3.0,0,TO_BE_DONE_UP
17269,Aubange Rachecourt,HOUSE,HOUSE,345000.0,3.0,135.0,INSTALLED,0,0.0,1,0.0,1,820.0,950.0,3.0,0,JUST_RENOVATED
17270,Gent,HOUSE,HOUSE,348000.0,2.0,80.0,INSTALLED,0,0.0,1,10.0,0,0.0,80.0,2.0,0,JUST_RENOVATED
17271,Grez-Doiceau,HOUSE,HOUSE,349000.0,4.0,130.0,INSTALLED,0,1.0,0,0.0,1,0.0,650.0,4.0,0,TO_BE_DONE_UP
17272,Halle,HOUSE,TOWN_HOUSE,349000.0,3.0,134.0,SEMI_EQUIPPED,0,0.0,1,12.0,0,0.0,313.0,2.0,0,TO_BE_DONE_UP
17273,Bierbeek,HOUSE,HOUSE,349000.0,5.0,195.89453526389536,INSTALLED,0,0.0,0,0.0,0,0.0,495.0,3.0,0,TO_RENOVATE
17274,Anh©e,HOUSE,HOUSE,349000.0,3.0,150.0,NOT_DEFINED,0,0.0,1,144.0,1,722.0,825.0,4.0,0,AS_NEW
17275,Merbes-le-Château,HOUSE,VILLA,349000.0,3.0,158.0,INSTALLED,0,1.0,1,30.0,0,0.0,907.0,4.0,0,AS_NEW
17276,Houffalize,HOUSE,HOUSE,349000.0,4.0,198.0,NOT_DEFINED,0,0.0,1,12.0,1,1209.0,1363.0,4.0,0,GOOD
17277,Wondelgem,HOUSE,HOUSE,349000.0,3.0,131.0,INSTALLED,0,0.0,0,0.0,0,0.0,300.0,3.0,0,GOOD
17278,OISQUERCQ,HOUSE,HOUSE,350000.0,3.0,130.0,INSTALLED,0,0.0,1,100.0,1,266.0,450.0,4.0,0,JUST_RENOVATED
17279,Hasselt,HOUSE,HOUSE,350000.0,8.0,422.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,114.0,0.0,0,TO_RENOVATE
17280,Marchin,HOUSE,HOUSE,350000.0,4.0,156.0,NOT_DEFINED,0,0.0,1,0.0,1,2619.0,2729.0,4.0,0,GOOD
17281,Honnelles,HOUSE,HOUSE,350000.0,3.0,267.0,NOT_DEFINED,0,0.0,1,45.0,1,1505.0,1642.0,4.0,0,AS_NEW
17282,Ixelles,APARTMENT,FLAT_STUDIO,175000.0,0.0,42.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,TO_RENOVATE
17283,Mont-de-l'Enclus,HOUSE,MIXED_USE_BUILDING,365000.0,2.0,122.0,INSTALLED,0,0.0,1,20.0,0,0.0,122.0,0.0,0,GOOD
17284,Mont-de-l'Enclus,APARTMENT,APARTMENT,365000.0,2.0,122.0,INSTALLED,0,0.0,1,20.0,0,0.0,0.0,0.0,0,GOOD
17285,Kapellen,HOUSE,HOUSE,399000.0,3.0,118.0,INSTALLED,0,0.0,1,20.0,1,148.0,290.0,2.0,0,UNKNOWN
17286,NIL-SAINT-VINCENT-SAINT-MARTIN,APARTMENT,DUPLEX,275000.0,2.0,85.0,INSTALLED,0,0.0,1,0.0,0,0.0,0.0,3.0,0,GOOD
17287,Floreffe,HOUSE,VILLA,345000.0,3.0,154.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,2344.0,4.0,0,UNKNOWN
17288,Bruxelles,HOUSE,APARTMENT_BLOCK,3600000.0,14.0,946.0,USA_HYPER_EQUIPPED,0,0.0,1,20.0,1,20.0,565.0,2.0,0,AS_NEW
17289,Berlare,HOUSE,HOUSE,339000.0,4.0,189.0,INSTALLED,0,0.0,0,0.0,1,100.0,197.0,0.0,0,GOOD
17290,Avelgem,HOUSE,HOUSE,99000.0,2.0,101.0,SEMI_EQUIPPED,0,0.0,1,0.0,0,0.0,87.0,2.0,0,TO_RENOVATE
17291,Zwevegem,HOUSE,HOUSE,525000.0,10.0,195.89453526389536,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,755.0,0.0,0,GOOD
17292,Waterloo,HOUSE,HOUSE,625000.0,3.0,180.0,HYPER_EQUIPPED,0,0.0,1,85.0,1,100.0,403.0,4.0,1,GOOD
17293,Lasne,HOUSE,VILLA,1225000.0,4.0,241.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,2170.0,4.0,0,GOOD
17294,RUDDERVOORDE,HOUSE,VILLA,300000.0,4.0,265.0,HYPER_EQUIPPED,0,1.0,1,0.0,0,0.0,871.0,4.0,0,UNKNOWN
17295,Ans,HOUSE,VILLA,349000.0,3.0,137.0,INSTALLED,0,0.0,1,20.0,1,452.0,589.0,0.0,0,GOOD
17296,Molenbeek-Saint-Jean,APARTMENT,APARTMENT,239000.0,2.0,130.0,SEMI_EQUIPPED,0,0.0,1,24.0,0,0.0,0.0,4.0,0,TO_BE_DONE_UP
17297,Kapellen,HOUSE,HOUSE,409000.0,4.0,191.0,INSTALLED,0,0.0,1,0.0,0,0.0,292.0,3.0,0,GOOD
17298,Middelkerke,APARTMENT,APARTMENT,425000.0,3.0,118.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,GOOD
17299,Sugny,HOUSE,HOUSE,179000.0,3.0,260.0,INSTALLED,0,0.0,0,0.0,1,40.0,110.0,2.0,0,UNKNOWN
17300,Ruisbroek,HOUSE,HOUSE,275000.0,3.0,90.0,NOT_DEFINED,0,0.0,1,15.0,0,0.0,0.0,0.0,0,GOOD
17301,Overijse,HOUSE,HOUSE,765000.0,5.0,350.0,USA_HYPER_EQUIPPED,0,0.0,1,14.0,1,442.0,602.0,4.0,0,GOOD
17302,Huldenberg,HOUSE,BUNGALOW,400000.0,2.0,125.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,2354.0,4.0,0,TO_RENOVATE
17303,Avallon,HOUSE,HOUSE,800000.0,6.0,303.0,HYPER_EQUIPPED,0,1.0,1,0.0,0,0.0,2330.0,4.0,1,JUST_RENOVATED
17304,Laeken (Bruxelles),APARTMENT,APARTMENT,275000.0,2.0,145.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,UNKNOWN
17305,Charleroi,HOUSE,MIXED_USE_BUILDING,425000.0,4.0,2567.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,1142.0,3.0,0,TO_RENOVATE
17306,Lommel,HOUSE,HOUSE,479000.0,3.0,272.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,1146.0,4.0,0,GOOD
17307,Middelkerke,APARTMENT,APARTMENT,200000.0,1.0,62.0,INSTALLED,1,0.0,1,0.0,0,0.0,0.0,0.0,0,GOOD
17308,Alveringem,HOUSE,COUNTRY_COTTAGE,1449000.0,4.0,386.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,34645.0,0.0,0,AS_NEW
17309,Wevelgem,HOUSE,MIXED_USE_BUILDING,235000.0,3.0,363.0,NOT_DEFINED,0,0.0,1,50.0,0,0.0,388.0,2.0,0,TO_RENOVATE
17310,Westmeerbeek (Hulshout),HOUSE,HOUSE,585000.0,5.0,295.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,1376.0,4.0,0,GOOD
17311,Auderghem,APARTMENT,APARTMENT,445000.0,3.0,117.0,HYPER_EQUIPPED,0,0.0,1,4.0,0,0.0,0.0,0.0,0,GOOD
17312,Beyne-Heusay,HOUSE,VILLA,299000.0,3.0,131.0,INSTALLED,0,0.0,0,0.0,1,550.0,750.0,4.0,0,GOOD
17313,Beyne-Heusay,HOUSE,HOUSE,299000.0,3.0,131.0,INSTALLED,0,0.0,0,0.0,1,550.0,750.0,4.0,0,GOOD
17314,Gavere,HOUSE,HOUSE,350000.0,3.0,234.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,682.0,4.0,0,GOOD
17315,Massemen,HOUSE,HOUSE,382000.0,3.0,195.89453526389536,INSTALLED,0,0.0,1,25.0,1,330.0,420.0,3.0,0,GOOD
17316,Harelbeke,HOUSE,HOUSE,475000.0,3.0,153.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,295.0,0.0,0,AS_NEW
17317,Rotselaar,HOUSE,HOUSE,485000.0,4.0,250.0,INSTALLED,0,0.0,1,45.0,1,50.0,350.0,3.0,0,UNKNOWN
17318,Erpe-Mere,HOUSE,VILLA,549000.0,3.0,270.0,INSTALLED,0,0.0,1,0.0,0,0.0,1241.0,0.0,0,JUST_RENOVATED
17319,Wondelgem,HOUSE,HOUSE,445000.0,3.0,165.0,HYPER_EQUIPPED,0,0.0,0,0.0,1,38.0,100.0,0.0,0,UNKNOWN
17320,Ghlin,HOUSE,HOUSE,105000.0,3.0,148.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,280.0,3.0,0,TO_RENOVATE
17321,Middelkerke,HOUSE,HOUSE,265000.0,4.0,195.89453526389536,INSTALLED,0,0.0,0,0.0,1,63.0,155.0,2.0,0,TO_BE_DONE_UP
17322,Herent,HOUSE,HOUSE,345000.0,3.0,146.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,461.0,4.0,0,TO_RENOVATE
17323,Waregem,HOUSE,HOUSE,345000.0,3.0,155.0,INSTALLED,0,0.0,1,0.0,1,0.0,502.0,0.0,0,TO_BE_DONE_UP
17324,Geraardsbergen,HOUSE,HOUSE,550000.0,5.0,473.0,NOT_DEFINED,0,0.0,1,50.0,1,1350.0,1732.0,3.0,0,UNKNOWN
17325,Geraardsbergen,HOUSE,HOUSE,550000.0,5.0,473.0,NOT_DEFINED,0,0.0,1,50.0,1,1350.0,1732.0,3.0,0,UNKNOWN
17326,Marke,HOUSE,VILLA,799000.0,5.0,275.0,USA_INSTALLED,0,0.0,1,0.0,0,0.0,1563.0,0.0,0,AS_NEW
17327,Liège Grivegnée,HOUSE,HOUSE,109000.0,1.0,66.0,INSTALLED,0,0.0,1,12.0,0,0.0,53.0,3.0,0,GOOD
17328,Seraing,HOUSE,MIXED_USE_BUILDING,150000.0,2.0,150.0,NOT_INSTALLED,0,0.0,0,0.0,1,210.0,551.0,2.0,0,TO_BE_DONE_UP
17329,Monceau-sur-Sambre,HOUSE,APARTMENT_BLOCK,179900.0,2.0,160.0,INSTALLED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,UNKNOWN
17330,Grivegnée,HOUSE,HOUSE,220000.0,3.0,83.0,NOT_DEFINED,0,0.0,1,28.0,0,0.0,75.0,2.0,0,GOOD
17331,Zele,HOUSE,HOUSE,230000.0,5.0,159.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,120.0,2.0,0,GOOD
17332,Dinant,HOUSE,VILLA,249000.0,3.0,120.0,NOT_DEFINED,0,0.0,1,117.0,1,500.0,500.0,0.0,0,GOOD
17333,Sint-Andries,HOUSE,HOUSE,360000.0,2.0,158.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,685.0,4.0,0,GOOD
17334,Desteldonk,HOUSE,HOUSE,369000.0,2.0,180.0,HYPER_EQUIPPED,0,0.0,0,0.0,1,0.0,287.0,0.0,0,JUST_RENOVATED
17335,Hannut,HOUSE,HOUSE,385000.0,3.0,255.0,NOT_DEFINED,0,0.0,1,30.0,1,3729.0,4244.0,4.0,0,TO_BE_DONE_UP
17336,SPONTIN,HOUSE,HOUSE,389000.0,4.0,261.0,INSTALLED,0,0.0,0,0.0,1,970.0,970.0,4.0,0,UNKNOWN
17337,Zelzate,HOUSE,HOUSE,395000.0,3.0,126.0,NOT_DEFINED,0,0.0,0,0.0,1,1500.0,1690.0,4.0,0,GOOD
17338,Mechelen,HOUSE,HOUSE,428000.0,3.0,116.0,HYPER_EQUIPPED,0,0.0,1,30.0,0,0.0,90.0,2.0,0,UNKNOWN
17339,Bever,HOUSE,VILLA,699000.0,5.0,289.0,NOT_DEFINED,0,0.0,1,105.0,1,8805.0,9138.0,4.0,0,GOOD
17340,Ixelles,HOUSE,EXCEPTIONAL_PROPERTY,2750000.0,5.0,595.0,HYPER_EQUIPPED,0,0.0,1,0.0,1,164.0,289.0,2.0,0,AS_NEW
17341,Knokke-Heist,HOUSE,VILLA,3890000.0,3.0,289.6942604856512,INSTALLED,0,0.0,1,0.0,1,924.0,924.0,4.0,0,TO_RENOVATE
17342,Gent,APARTMENT,PENTHOUSE,590000.0,2.0,142.2483660130719,HYPER_EQUIPPED,1,0.0,1,0.0,0,0.0,0.0,0.0,0,UNKNOWN
17343,Westende,APARTMENT,APARTMENT,349000.0,2.0,99.71322712115598,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,UNKNOWN
17344,Gent,HOUSE,HOUSE,279000.0,2.0,150.0,SEMI_EQUIPPED,0,0.0,0,0.0,1,0.0,173.0,0.0,0,TO_RENOVATE
17345,Herselt,APARTMENT,APARTMENT,337000.0,2.0,130.0,INSTALLED,0,0.0,1,0.0,0,0.0,0.0,0.0,0,UNKNOWN
17346,Ixelles,APARTMENT,APARTMENT,650000.0,2.0,99.71322712115598,NOT_DEFINED,0,0.0,0,0.0,1,270.0,0.0,0.0,0,TO_RENOVATE
17347,Heist-aan-Zee,APARTMENT,APARTMENT,1085000.0,5.0,200.0,INSTALLED,0,0.0,0,0.0,1,0.0,0.0,2.0,0,AS_NEW
17348,Knokke,APARTMENT,APARTMENT,595000.0,2.0,82.0,USA_HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,0.0,3.0,0,TO_RENOVATE
17349,Koksijde,HOUSE,VILLA,699000.0,5.0,245.0,NOT_DEFINED,1,0.0,0,0.0,1,0.0,0.0,0.0,0,AS_NEW
17350,Tournai,APARTMENT,APARTMENT,800000.0,3.0,99.71322712115598,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,AS_NEW
17351,Gent,APARTMENT,APARTMENT,430000.0,2.0,116.0,NOT_DEFINED,0,0.0,0,0.0,1,0.0,0.0,0.0,0,AS_NEW
17352,Mol,HOUSE,HOUSE,325000.0,4.0,153.0,NOT_DEFINED,0,0.0,0,0.0,1,0.0,1360.0,0.0,0,TO_RENOVATE
17353,Mol,HOUSE,HOUSE,319000.0,3.0,191.0,NOT_DEFINED,0,0.0,0,0.0,1,0.0,1555.0,0.0,0,TO_RENOVATE
17354,Geel,APARTMENT,APARTMENT,149000.0,1.0,70.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,TO_BE_DONE_UP
17355,Balen,HOUSE,HOUSE,249000.0,3.0,201.0,NOT_DEFINED,0,0.0,0,0.0,1,0.0,328.0,0.0,0,TO_RENOVATE
17356,Meerhout,HOUSE,HOUSE,398000.0,4.0,233.0,NOT_DEFINED,0,0.0,0,0.0,1,0.0,1838.0,0.0,1,AS_NEW
17357,Oostende,APARTMENT,APARTMENT,629000.0,3.0,215.0,HYPER_EQUIPPED,0,0.0,1,12.0,1,0.0,0.0,0.0,0,UNKNOWN
17358,Oostende,APARTMENT,APARTMENT,159000.0,1.0,50.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,0.0,0.0,0,UNKNOWN
17359,Berlaar,HOUSE,HOUSE,199000.0,3.0,195.89453526389536,INSTALLED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,TO_RENOVATE
17360,Lier,HOUSE,APARTMENT_BLOCK,285000.0,5.0,350.5386996904025,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,225.0,0.0,0,TO_RENOVATE
17361,Zoersel,APARTMENT,PENTHOUSE,333000.0,2.0,142.2483660130719,INSTALLED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,GOOD
17362,Bever,HOUSE,HOUSE,265000.0,2.0,195.89453526389536,INSTALLED,0,0.0,0,0.0,0,0.0,220.0,0.0,0,UNKNOWN
17363,Geraardsbergen,HOUSE,MANOR_HOUSE,495000.0,3.0,369.53846153846155,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,574.0,2.0,0,UNKNOWN
17364,Ninove,APARTMENT,DUPLEX,345000.0,3.0,122.710407239819,INSTALLED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,GOOD
17365,Idegem,HOUSE,MANOR_HOUSE,495000.0,3.0,369.53846153846155,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,574.0,2.0,0,UNKNOWN
17366,Hasselt,APARTMENT,APARTMENT,399000.0,3.0,180.0,INSTALLED,0,0.0,1,24.0,1,0.0,0.0,0.0,0,TO_RENOVATE
17367,As,HOUSE,HOUSE,339000.0,5.0,202.0,NOT_DEFINED,0,0.0,0,0.0,1,0.0,258.0,0.0,0,UNKNOWN
17368,Iddergem,HOUSE,HOUSE,235000.0,4.0,195.89453526389536,NOT_DEFINED,0,0.0,1,0.0,1,0.0,333.0,0.0,0,TO_RENOVATE
17369,Sint-Niklaas,APARTMENT,APARTMENT,189000.0,2.0,75.0,NOT_DEFINED,0,0.0,0,0.0,1,0.0,0.0,0.0,0,AS_NEW
17370,BOMBAYE,HOUSE,HOUSE,450000.0,4.0,250.0,NOT_DEFINED,0,0.0,1,50.0,1,23000.0,24773.0,4.0,0,TO_RESTORE
17371,REDU,HOUSE,HOUSE,450000.0,5.0,250.0,INSTALLED,0,0.0,1,0.0,1,0.0,1715.0,4.0,0,GOOD
17372,La Roche-en-Ardenne,HOUSE,APARTMENT_BLOCK,450000.0,7.0,551.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,477.0,2.0,0,TO_BE_DONE_UP
17373,Sombreffe,HOUSE,HOUSE,455000.0,5.0,250.0,INSTALLED,0,0.0,1,25.0,1,360.0,450.0,3.0,0,AS_NEW
17374,Olen,HOUSE,HOUSE,459000.0,3.0,278.0,USA_HYPER_EQUIPPED,0,0.0,1,17.0,1,288.0,0.0,3.0,0,UNKNOWN
17375,Bevel,HOUSE,VILLA,459000.0,3.0,206.0,NOT_DEFINED,0,0.0,0,0.0,1,0.0,642.0,0.0,0,JUST_RENOVATED
17376,Kontich,HOUSE,HOUSE,469000.0,3.0,170.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,605.0,3.0,0,GOOD
17377,Sint-Niklaas,HOUSE,BUNGALOW,475000.0,3.0,1230.0,NOT_DEFINED,0,1.0,1,1.0,1,1.0,1230.0,4.0,0,TO_RENOVATE
17378,Vilvoorde,HOUSE,HOUSE,484000.0,4.0,200.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,297.0,3.0,0,GOOD
17379,Lier,HOUSE,HOUSE,484500.0,4.0,351.0,INSTALLED,0,0.0,0,0.0,0,0.0,185.0,2.0,0,TO_BE_DONE_UP
17380,Bonlez,HOUSE,HOUSE,485000.0,3.0,155.0,INSTALLED,0,1.0,1,51.0,1,645.0,571.0,3.0,0,AS_NEW
17381,Bertem,HOUSE,HOUSE,485000.0,3.0,187.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,AS_NEW
17382,Waasmunster,HOUSE,BUNGALOW,485000.0,3.0,195.0,HYPER_EQUIPPED,0,0.0,1,0.0,1,705.0,900.0,4.0,0,GOOD
17383,Rhode-Saint-Genèse,HOUSE,HOUSE,490000.0,3.0,150.0,NOT_DEFINED,0,1.0,1,50.0,1,300.0,600.0,3.0,0,GOOD
17384,Zellik,HOUSE,HOUSE,495000.0,3.0,249.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,500.0,3.0,0,GOOD
17385,Ranst,HOUSE,HOUSE,495000.0,6.0,260.0,NOT_DEFINED,0,0.0,1,3.0,1,1200.0,1500.0,3.0,0,UNKNOWN
17386,Geraardsbergen,HOUSE,MIXED_USE_BUILDING,495000.0,4.0,255.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,1028.0,4.0,0,GOOD
17387,Brakel Opbrakel,HOUSE,HOUSE,495000.0,3.0,155.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,6491.0,4.0,0,TO_BE_DONE_UP
17388,Scherpenheuvel-Zichem,HOUSE,VILLA,499000.0,4.0,341.0,INSTALLED,0,0.0,1,0.0,0,0.0,1523.0,4.0,0,GOOD
17389,Menen,HOUSE,VILLA,499000.0,3.0,186.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,574.0,1.0,1,AS_NEW
17390,Borgerhout,HOUSE,HOUSE,500000.0,4.0,200.0,NOT_DEFINED,0,0.0,1,12.0,1,25.0,67.0,2.0,0,UNKNOWN
17391,Vilvoorde,HOUSE,HOUSE,524000.0,3.0,141.0,INSTALLED,0,0.0,0,0.0,0,0.0,94.0,3.0,0,GOOD
17392,Waasmunster,HOUSE,HOUSE,529000.0,4.0,228.0,NOT_DEFINED,0,0.0,1,12.0,1,350.0,605.0,4.0,0,AS_NEW
17393,Sint-Pieters-Leeuw,HOUSE,EXCEPTIONAL_PROPERTY,549000.0,5.0,345.0,HYPER_EQUIPPED,0,1.0,0,0.0,1,0.0,815.0,0.0,0,UNKNOWN
17394,Berendrecht,HOUSE,HOUSE,549000.0,5.0,305.0,USA_HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,500.0,3.0,0,GOOD
17395,Herselt,HOUSE,HOUSE,549000.0,3.0,193.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,876.0,4.0,0,GOOD
17396,Keerbergen,HOUSE,HOUSE,549000.0,5.0,276.0,INSTALLED,0,0.0,0,0.0,0,0.0,2069.0,4.0,0,TO_BE_DONE_UP
17397,HOUWAART,HOUSE,HOUSE,550000.0,3.0,190.0,NOT_DEFINED,0,0.0,1,25.0,1,333.0,413.0,3.0,0,UNKNOWN
17398,Oupeye,HOUSE,MIXED_USE_BUILDING,550000.0,2.0,573.0,NOT_DEFINED,0,0.0,1,36.0,1,51.0,0.0,2.0,0,UNKNOWN
17399,Aalst,HOUSE,MANSION,550000.0,5.0,220.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,218.0,0.0,0,TO_BE_DONE_UP
17400,Clavier,HOUSE,HOUSE,355000.0,3.0,195.89453526389536,INSTALLED,0,0.0,0,0.0,0,0.0,0.0,3.0,0,AS_NEW
17401,CHÂTELINEAU,APARTMENT,APARTMENT,129000.0,5.0,205.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,GOOD
17402,Bertrix,HOUSE,VILLA,379000.0,6.0,313.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,2945.0,4.0,0,GOOD
17403,Lodelinsart,HOUSE,HOUSE,150000.0,5.0,200.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,TO_RENOVATE
17404,Mazy,HOUSE,HOUSE,170000.0,3.0,154.0,NOT_INSTALLED,0,0.0,1,0.0,0,0.0,858.0,3.0,0,TO_RENOVATE
17405,Gent,APARTMENT,GROUND_FLOOR,299000.0,1.0,81.0,INSTALLED,0,0.0,1,2.0,0,0.0,0.0,2.0,0,GOOD
17406,Knokke-Heist,APARTMENT,PENTHOUSE,2795000.0,3.0,185.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,0.0,2.0,0,UNKNOWN
17407,Knokke-Heist,HOUSE,EXCEPTIONAL_PROPERTY,6385000.0,4.0,291.0,INSTALLED,0,0.0,1,0.0,1,1575.0,1575.0,4.0,0,GOOD
17408,Knokke-Heist,APARTMENT,APARTMENT,495000.0,2.0,73.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,0.0,2.0,0,JUST_RENOVATED
17409,Zwevegem,HOUSE,HOUSE,225000.0,3.0,195.89453526389536,INSTALLED,0,0.0,0,0.0,1,0.0,236.0,2.0,0,UNKNOWN
17410,Comblain-au-Pont,HOUSE,HOUSE,110000.0,5.0,277.0,SEMI_EQUIPPED,0,0.0,1,0.0,0,0.0,541.0,2.0,0,TO_RENOVATE
17411,Antwerpen Borgerhout,APARTMENT,APARTMENT,169000.0,2.0,80.0,INSTALLED,0,0.0,1,15.0,0,0.0,0.0,2.0,0,UNKNOWN
17412,Turnhout,HOUSE,HOUSE,179000.0,2.0,70.0,INSTALLED,0,0.0,1,0.0,0,0.0,0.0,3.0,0,TO_RENOVATE
17413,Liege,HOUSE,HOUSE,189000.0,4.0,113.0,SEMI_EQUIPPED,0,0.0,1,14.0,0,0.0,110.0,3.0,0,GOOD
17414,Westerlo,HOUSE,HOUSE,229000.0,4.0,210.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,493.0,3.0,0,TO_RENOVATE
17415,Olen,HOUSE,EXCEPTIONAL_PROPERTY,565000.0,8.0,500.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,665.0,4.0,0,TO_RENOVATE
17416,Herentals,APARTMENT,GROUND_FLOOR,184000.0,2.0,64.0,INSTALLED,0,0.0,1,0.0,0,0.0,0.0,3.0,0,GOOD
17417,Westerlo,HOUSE,HOUSE,299000.0,3.0,180.0,INSTALLED,0,0.0,1,0.0,0,0.0,940.0,4.0,0,UNKNOWN
17418,Crisnée,HOUSE,VILLA,535000.0,5.0,220.0,INSTALLED,0,0.0,1,45.0,1,800.0,982.0,4.0,0,AS_NEW
17419,Aarschot,HOUSE,HOUSE,329000.0,3.0,158.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,1693.0,4.0,0,TO_RENOVATE
17420,Olen,HOUSE,MIXED_USE_BUILDING,319000.0,3.0,214.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,506.0,3.0,0,AS_NEW
17421,Westerlo,HOUSE,HOUSE,315000.0,4.0,145.0,NOT_DEFINED,1,0.0,1,0.0,0,0.0,359.0,2.0,0,UNKNOWN
17422,Saint-Gilles,APARTMENT,GROUND_FLOOR,555000.0,3.0,160.0,NOT_DEFINED,0,0.0,1,2.0,0,0.0,0.0,2.0,0,GOOD
17423,Westerlo,APARTMENT,PENTHOUSE,424000.0,3.0,201.0,NOT_DEFINED,0,0.0,1,10.0,0,0.0,0.0,3.0,0,JUST_RENOVATED
17424,Herentals,HOUSE,HOUSE,178000.0,2.0,95.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,180.0,2.0,0,TO_RENOVATE
17425,Zoutleeuw,HOUSE,HOUSE,112000.0,3.0,175.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,95.0,2.0,0,TO_RENOVATE
17426,Antwerp,APARTMENT,DUPLEX,339000.0,2.0,127.0,HYPER_EQUIPPED,1,0.0,0,0.0,0,0.0,0.0,2.0,0,GOOD
17427,Fosses-la-Ville,HOUSE,VILLA,595000.0,4.0,300.0,HYPER_EQUIPPED,0,1.0,1,30.0,1,1637.0,1637.0,4.0,0,GOOD
17428,Geel,HOUSE,EXCEPTIONAL_PROPERTY,672000.0,5.0,249.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,1875.0,4.0,0,GOOD
17429,Geel,HOUSE,EXCEPTIONAL_PROPERTY,374000.0,5.0,249.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,917.0,4.0,0,GOOD
17430,Oudenaarde,HOUSE,HOUSE,769000.0,3.0,191.0,NOT_DEFINED,0,0.0,1,0.0,1,0.0,6531.0,4.0,0,TO_BE_DONE_UP
17431,Liedekerke,HOUSE,VILLA,779000.0,4.0,329.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,2872.0,4.0,0,GOOD
17432,Aartselaar,HOUSE,VILLA,789000.0,4.0,277.0,INSTALLED,0,1.0,1,38.0,1,330.0,590.0,4.0,0,AS_NEW
